Wall time,Step,Value
1555688262.8566716,2487,0.00969754159450531
1555688272.5121605,4493,0.006197997368872166
1555688328.5804842,16117,0.005947488360106945
1555688424.2019737,35954,0.007459547836333513
1555688432.9444842,37765,0.009213050827383995
1555688474.7454734,46414,0.005697309970855713
1555688534.3840957,58747,0.007386996876448393
1555688562.408354,64522,0.012915781699120998
1555688671.3035934,86866,0.008342797867953777
1555688673.8944802,87394,0.007178667467087507
1555688744.795952,101944,0.0061426348984241486
1555688773.5174253,107838,0.009346406906843185
1555688790.6049876,111324,0.007339198142290115
1555688811.0529523,115519,0.008542673662304878
1555688824.0814328,118191,0.005484065972268581
1555688838.792504,121193,0.00841642264276743
1555688945.127032,142893,0.009770459495484829
1555688963.799574,146697,0.00963178277015686
1555688983.793126,150759,0.006392640061676502
1555689017.4916046,157624,0.008324524387717247
1555689042.8419044,162790,0.011783991940319538
1555689064.625699,167235,0.009221989661455154
1555689086.3826294,171670,0.012806771323084831
1555689092.7675846,172973,0.006353629752993584
1555689093.3522084,173094,0.007772353477776051
1555689095.666567,173557,0.0073480429127812386
1555689120.8751688,178702,0.006800495088100433
1555689209.5428746,196727,0.005788182839751244
1555689274.7422864,209989,0.008549557067453861
1555689304.244366,215954,0.006767298560589552
1555689355.597916,226346,0.006354279816150665
1555689370.1067772,229291,0.0055352067574858665
1555689419.664616,239339,0.006514631677418947
1555689431.022184,241630,0.005925877019762993
1555689434.5474052,242342,0.008686913177371025
1555689452.7820466,246051,0.007750960066914558
1555689467.1453996,248961,0.006680106744170189
1555689476.6780179,250870,0.005439968314021826
1555689489.4486566,253440,0.007275594398379326
1555689506.7394884,256946,0.00720230583101511
1555689534.3846486,262513,0.006198194809257984
1555689575.748567,270862,0.004848238546401262
1555689576.680737,271053,0.008273886516690254
1555689616.2880373,279049,0.007602195721119642
1555689698.3627915,295409,0.006108172237873077
1555689699.1614919,295574,0.009859589859843254
1555689718.6699219,299486,0.006225946359336376
1555689766.1602635,309010,0.007257550023496151
1555689820.4690773,319942,0.006578301079571247
1555690019.3446212,359791,0.0068025547079741955
1555690042.1148055,364335,0.005857059732079506
1555690061.9715457,368317,0.008174578659236431
1555690199.3480747,395607,0.008728591725230217
1555690208.9213824,397511,0.007411453407257795
1555690222.3879883,400199,0.005397424567490816
1555690250.994334,405848,0.004718928597867489
1555690282.4896505,412077,0.006038986146450043
1555690302.9391034,416106,0.009457469917833805
1555690318.5411463,419188,0.006024186499416828
1555690335.5317824,422507,0.0038300533778965473
