Wall time,Step,Value
1555688262.8533463,2484,0.9995529055595398
1555688272.5092,4488,0.9991921782493591
1555688328.577458,16100,0.9971020221710205
1555688424.1981997,35918,0.9935347437858582
1555688432.9412112,37727,0.9932091236114502
1555688474.7423723,46367,0.9916539192199707
1555688534.3809197,58688,0.989436149597168
1555688562.4052305,64457,0.9883977174758911
1555688671.3006513,86779,0.984379768371582
1555688673.8914924,87306,0.9842849373817444
1555688744.7927587,101842,0.9816684126853943
1555688773.5143251,107730,0.9806085824966431
1555688790.6018376,111212,0.9799818396568298
1555688811.0496185,115403,0.9792274832725525
1555688824.0784335,118072,0.9787470102310181
1555688838.7893438,121071,0.9782072305679321
1555688945.1237686,142750,0.9743049740791321
1555688963.7965426,146550,0.9736210107803345
1555688983.7899902,150608,0.9728905558586121
1555689017.4884868,157466,0.9716561436653137
1555689042.8388577,162627,0.9707271456718445
1555689064.6227984,167067,0.9699279069900513
1555689086.3790631,171498,0.9691303372383118
1555689092.7644491,172800,0.9688959717750549
1555689093.3488262,172921,0.9688742160797119
1555689095.6634154,173383,0.9687910676002502
1555689120.8720427,178523,0.9678658246994019
1555689209.5397515,196530,0.9646245837211609
1555689274.739251,209779,0.9622398018836975
1555689304.2413273,215738,0.9611671566963196
1555689355.594876,226119,0.9592985510826111
1555689370.10346,229061,0.9587690234184265
1555689419.6614583,239099,0.9569621682167053
1555689431.0191157,241388,0.9565501809120178
1555689434.544438,242099,0.9564221501350403
1555689452.7787967,245805,0.9557551145553589
1555689467.1424098,248712,0.9552318453788757
1555689476.6749303,250619,0.9548885822296143
1555689489.4450812,253186,0.9544265270233154
1555689506.7358582,256689,0.9537959694862366
1555689534.3815572,262250,0.9527949690818787
1555689575.744933,270591,0.9512935876846313
1555689576.6767457,270782,0.9512592554092407
1555689616.284976,278770,0.949821412563324
1555689698.3591764,295113,0.9468796253204346
1555689699.1582065,295278,0.9468499422073364
1555689718.6665134,299186,0.9461464881896973
1555689766.1569047,308701,0.9444338083267212
1555689820.4660218,319622,0.9424680471420288
1555690019.34063,359431,0.9353024363517761
1555690042.1114872,363971,0.9344851970672607
1555690061.9680138,367949,0.933769166469574
1555690199.34484,395211,0.9288620352745056
1555690208.918209,397113,0.9285196661949158
1555690222.3848188,399799,0.9280361533164978
1555690250.9902732,405442,0.9270204305648804
1555690282.4864728,411665,0.9259002804756165
1555690302.9358742,415690,0.9251757860183716
1555690318.5380673,418769,0.92462158203125
1555690335.5287335,422084,0.9240248799324036
1555690373.9657161,429702,0.9226536154747009
1555690383.9142394,431641,0.922304630279541
1555690438.2436652,442194,0.9204050898551941
1555690440.279051,442612,0.9203298091888428
1555690470.119888,448549,0.9192611575126648
1555690503.950729,455220,0.9180603623390198
1555690517.7809956,457992,0.917561411857605
1555690542.4158351,462871,0.9166831970214844
1555690586.8763595,471689,0.9150959849357605
1555690589.4299297,472176,0.9150083065032959
1555690610.8380058,476421,0.9142441749572754
1555690611.9912515,476656,0.9142019152641296
1555690621.6519904,478561,0.9138590097427368
1555690622.2606084,478684,0.9138368368148804
1555690651.700704,484485,0.9127926826477051
1555690659.630297,486040,0.9125127792358398
1555690723.5120862,498620,0.9102483987808228
1555690787.9860837,511297,0.9079664945602417
1555690882.9473128,530001,0.9045997858047485
1555690889.4318473,531293,0.9043672680854797
1555690930.3798444,539396,0.9029086828231812
1555690939.2028992,541106,0.902600884437561
1555690978.5323405,548915,0.9011952877044678
1555690979.9718118,549179,0.9011477828025818
1555691016.674563,556376,0.8998522758483887
1555691017.1657236,556477,0.8998340964317322
1555691056.0352206,563992,0.8984814286231995
1555691058.059398,564374,0.8984126448631287
1555691158.5132482,584117,0.8948588967323303
1555691169.0315967,586197,0.8944845199584961
1555691184.1234968,589165,0.8939502835273743
1555691203.7934637,593008,0.8932585120201111
1555691270.4799683,606192,0.8908854126930237
1555691311.6994128,614302,0.8894256353378296
1555691360.7136002,623974,0.8876846432685852
1555691470.6809278,645608,0.8837905526161194
1555691484.9019136,648411,0.8832859992980957
1555691492.7029757,649974,0.8830046653747559
1555691499.8111246,651314,0.8827634453773499
1555691508.581914,653033,0.8824540376663208
1555691536.3314626,658513,0.8814676403999329
1555691578.0439172,666653,0.8800024390220642
1555691583.6576252,667765,0.8798022866249084
1555691650.6219416,680731,0.8774684071540833
1555691705.8972595,691593,0.8755132555961609
1555691717.3091805,693845,0.8751078844070435
1555691719.239063,694202,0.8750436305999756
1555691735.9163003,697488,0.8744521141052246
1555691783.9427478,706907,0.8727567195892334
1555691794.540834,708997,0.8723804950714111
1555691841.935215,718246,0.8707156777381897
1555691891.191887,727866,0.8689841032028198
1555691909.0166116,731300,0.868366003036499
1555691934.5051897,736314,0.8674634695053101
1555691968.1633675,742890,0.8662797808647156
1555691975.3809369,744284,0.8660288453102112
1555691993.6963334,747906,0.865376889705658
1555692035.125547,755953,0.8639284372329712
1555692040.0297408,756911,0.863756000995636
1555692059.4508443,760652,0.8630825877189636
1555692288.6167557,805372,0.8550330400466919
1555692312.7371218,810042,0.8541924357414246
1555692323.8890495,812238,0.8537971377372742
1555692354.5176091,818245,0.8527158498764038
1555692408.297507,828741,0.850826621055603
1555692412.8868406,829636,0.8506655097007751
1555692565.822901,859350,0.8453169465065002
1555692610.5041285,868003,0.8437594175338745
1555692655.6145241,876769,0.8421815633773804
1555692676.8240314,880692,0.8414754271507263
1555692686.4450715,882554,0.8411402702331543
1555692695.705862,884348,0.8408173322677612
1555692699.1692176,885008,0.8406985402107239
1555692704.2971523,886010,0.8405181765556335
1555692738.2174847,892573,0.8393368124961853
1555692742.3412185,893370,0.8391933441162109
1555692747.8559017,894450,0.8389989733695984
1555692845.8293047,913459,0.8355773687362671
1555692887.4876676,921514,0.8341274261474609
1555692889.6223693,921947,0.8340495228767395
1555693005.0120764,944243,0.8300362229347229
1555693149.873317,972015,0.8250372409820557
1555693185.4130685,978949,0.823789119720459
1555693199.7505338,981660,0.8233011960983276
1555693200.3231966,981777,0.8232800960540771
1555693233.9670281,988275,0.8221104741096497
1555693251.1462042,991543,0.8215222358703613
1555693265.5713694,994319,0.8210225701332092
1555693332.1801796,1007082,0.8187252283096313
1555693335.6160574,1007771,0.8186011910438538
1555693422.1297488,1024314,0.8156234622001648
1555693470.4057908,1033519,0.8139665722846985
1555693474.2328432,1034241,0.8138365745544434
1555693496.8117821,1038562,0.8130587935447693
1555693560.520205,1050484,0.8109128475189209
1555693579.6763415,1054147,0.8102535009384155
1555693615.002533,1060929,0.8090327382087708
1555693657.3734486,1069023,0.8075758218765259
1555693681.480466,1073579,0.8067557215690613
1555693684.770919,1074191,0.8066455721855164
1555693698.4492798,1076838,0.8061691522598267
1555693700.9828439,1077298,0.8060863018035889
1555693701.7951565,1077461,0.8060569763183594
1555693709.0643792,1078864,0.805804431438446
1555693794.0781617,1095043,0.8028922080993652
1555693811.002444,1098301,0.8023057579994202
1555693826.1676166,1101148,0.8017933368682861
1555693870.6379538,1109698,0.8002543449401855
1555693887.8737977,1112948,0.7996693253517151
1555693908.3709402,1116697,0.7989944815635681
1555693911.10489,1117199,0.7989041209220886
1555694001.6938498,1134443,0.7958002090454102
1555694011.9683087,1136414,0.795445442199707
1555694046.2668393,1142949,0.7942691445350647
1555694106.1913633,1154370,0.7922133803367615
